	sentence	label
5476	Ce dernier disque des fatals picards est de loin leur meilleur! Les textes sont toujours excellents voire même meilleurs qu'avant, au niveau musicale le groupe s'est également nettement amélioré  Au niveau des chansons, le groupe touche à tout les sujets de la vie de tout les jours (politique, gothiques, emploi, jeux.	1
788	Par ce livre essentiellement axé sur la religion des cathares, l'auteur nous dévoile le livre des deux principes : le bien et le mal ; il nous délivre l'essentiel de cette philosophie qu'il analyse avec circonspection.	1
2449	ENCORE ET ENCORE.CHAQUE SAISON DES SIMPSON EST UNE SACRE PARTIE DE RIGOLADE ET DE DIVERTISSEMENT.	1
5346	"Je trouve moi aussi que le ""Green Album"" n'a pas de quoi fouetter un chat, ok ""Hash Pipe"" et ""Island In The Sun"" sont 2 singles sympas mais loins derrière les très bons ""Buddy Holly"" ou ""Say It Ain't So"" (pour ne citer qu'eux) du premier album ! Pinkerton m'avait déjà un peu déçu mais je suis là je suis carrément dégoûté d'avoir acheter un CD d'à peine 29 minutes pour un tel résultat ! Repassez-vous plutôt ""The Blue Album"" !"	0
4738	Quoi? oui, c est une référence.  Jamais vu des artistes avec un talent aussi prononcé en musique.	1
3173	L'idée de départ est amusante, et donne lieu à quelques bons gags, et certains moments dramatiques bien vus.	0
2414	Je m'associe à 100% aux commentaires que j'ai lus sur le site.	0
5222	On peut dire que la carrière d'Yngwie se divise en plusieurs époques.	1
857	Cet excellent roman, sous couvert d’enquête policière, nous donne une vision touchante et sensible du passage de l’enfance à l’âge adulte.	1
3861	Autant j'ai adoré Ghost Dog, du même réalisateur, autant j'ai trouvé Dead Man ennuyeux et outrancier.	0
27	Louis, apparemment ancien flic, trouve dans un excrément de chien un os de pied humain.	1
4224	l'attente a été tres tres longue mais le voila enfin le cuban vol 2 tant attendu et qu'elle suprise cette album est le classic attendu par tous vraiment je vous conseil l'achat sans aucune reflection du vrai du pure son new yorkais des prod de j-dilla, dr dre marley marl enfin bref un bijous du rap us vient d'arriver	1
2132	"Quel gachi après les 3 premiers! Je n'ai pas pu tenir plus de 5 min devant ce film tellement il est nul ! çà bouge,certes mais on ne sait pas pourquoi, aucune intrigue; il vaut mieux regarder ""plus belle la vie"" à la télé , franchement ."	0
1360	La lecture est très fluyde et intèressante, mieux qu'un thriller pour un titre qui en Italie est dèsormais hors catalogue.	1
1922	mon fils grand fan des animaux et en particulier des félins l'a littérallement dévoré .	1
3243	Je ne parlerai pas du film contre lequel je n'ai absolument rien à redire (si ce n'est que la VF ainsi que les ST sont appriximatifs) mais du support.	0
958	L'errance morbide d'un anti héros à travers une Amérique déphasée et dépendante.	0
990	Qu'il est bon de retomber parfois en enfance. J'ai découvert ce merveilleux conte avec un infini bonheur.	1
5097	L'un des meilleurs albums des Cramps , bizarrement pas encore chroniqué ( alors je m'y colle ne serait - ce que pour rendre hommage à Lux Interior ) .	1
1008	Quel génie de donner à l'homme préhistorique la pensée de l'homme d'aujourd'hui.	1
1802	histoire très plate,héroine très mièvre, je n'ai pas été captivé, ni de finir ma lecture.	0
5292	découvert lors d'une décentralisation du NJP (Nancy Jazz Pulsation) j'ai été transportée par ce trio .ambiance africaine, urbaine,indienne, .	1
4926	En tant que grand amateur de jazz et de musique en général, tous genres confondus, je tiens à dire que cet album n'a strictement rien de jazzy ( Mon vieux Charly Parker, si il en tendait dire que N.	0
4298	Bon il est vrai qu'alicia keys nous proposait avec song in a mior un album qui sortait de ce que l'on connaissait deja du RnB,mais la,elle s'imite elle meme en nous donnant vraiment une copie de son premier album,en se reproduisant elle perd de son originialité,et de la surprise qu'avait sucité son premier cd,certes quelque titres sont assez bon,mais pour quelqun qui aurait deja trop ecouter le premier,le second produirait une overdose je pense :/	0
177	C'est peut-être uen méthode syllabique, mais elle n'est pas facile d'accès.	0
3166	***** En ce qui concerne les derniers jours d'Hitler dans son bunker, comment savoir ce qui c'est réellement passé ? ***** Ce FILM DVD apporte une des réponses, est-ce que c'est la bonne ? L'on sait qu'Hitler s'est marié avec EVA BRAUN et qu'ils se sont suicidés puis ont étés brûlés sur l'ordre du FHÜRER, juste avant sa mort ! En tout cas l'on ne s'ennuie pas du tout ! Grace à ANTHONY HOPKINS ! Il joue là son rôle le plus terrifiant de sa carrière car qu'y a-t-il de plus terrifiant qu'Adolf HITLER au 20ème siècle ? Durant la seconde Guerre mondiale ? Il croyait à un REICH de mille ans, ce dernier est mort en même temps que lui quasiment *****	1
2130	Excellent film a voir au moins une fois!  Cette comédie est plus qu'hilarante avec d'excellents acteurs.	1
732	Après avoir lu ce livre, dois dire que j'ai un regard bien différent sur ce que j'achète.	1
385	"Encore un clone particulièrement poussif de la ""Génération Coben"", et une nouvelle variation autour du thème, pourtant déjà usé jusqu' à la corde, du personnage sans histoires qui voit son existence parfaitement paisible et ordinaire basculer d' un seul coup vers le cauchemar, suite à un message reçu (ici, une photo) qui lui révèle que sa vie entière n' est que mensonges et faux-semblants."	0
3974	Je l'ai regardé hier soir j'ai hate d'y retourner,  la seule chose que je regrette c'est qu'il n'y ai pas  les groupes de tete d'affiche (motorhead,slayer,bleeding through,job for a cowboy et bien d'autre.	1
5517	Cassandra me plait dans Blue Light 'Til Dawn, New Moon Daughter &amp; Belly Of The Sun.	1
243	Des journalistes du Monde à la sauce Voici.	0
4006	Lorsque Muse a sorti son  , le choc a été grand: pop, rock, lyrique, un trio anglais retrouvait la force du   de Radiohead avec le lyrisme de   de Jeff Buckley.	0
5069	Cet album est un veritable chef-d'oeuvre à reserver au oreilles avertis et au fan de Marillion, je pense que L'AUDITEUR DE NANTERRE ,n'a pas bien ecouté cet album c'est la referance periode STEVE HOGARTH.	1
1121	C'est le tout premier livre de D. Gemmel que j'ai lu.	1
4101	Rien dire, sauf que cette chanteuse n'a rien apporter à chanson française, même A.	0
4219	Mieczyslaw (Moishei) Weinberg (Vainberg) est né en 1919 à Varsovie.	1
458	Je crois que je n'ai jamais eu à ce point l'impression de m'être fait avoir.	0
4523	"pourquoi faire de cette chose un classique? cet album sent le fric et l'abus, pour un album de punk c'est le pire qu'on puisse faire!  finalement on est pas si loin de la réalité sur la pochette de ""some product carri on""."	0
1857	"La série des ""Jeeves et Wooster"" fait partie de mes livres favoris."	1
5878	Boston était (je dis bien était) une perle dans l'univers du rock, tant par l'originalité de ses productions que par leur rareté .	0
1122	"A travers ce livre, on trouve un homme qui plaisante, qui n'hésite pas à tourner en ridicule les ""philosophes officiels"" fumeux."	1
1968	Comme beaucoup d'ouvrages, dès qu'il s'agit des druides, nous avons droit à beaucoup d'affirmations, mais peu de confirmations.	0
1704	N'apporte strictemant rien de plus de ce qui est connu. SANS INTERET.	0
3338	la qualité du son est plus que médiocre.	0
5536	On pensait que Billy C.	1
1108	Un de mes défauts : faire confiance aux autres ! Ainsi, j'achète tous les Prix Hugo, considérant qu'ils récompensent les meilleurs ouvrages de SF du moment.	0
2717	scatologique, bête et ennuyeux, sans doute pas compris le message s'il y en a un, j'ai trouvé ça insupportable au bout d'un quart d'heure.	0
1025	Depuis longtemps, les fan attendaient de Christian Bourgeois qu'il éditât en un seul volume bilingue les poèmes complets de James Douglas Morrison, jadis éparpillés entre cinq livres.	0
1000	Après avoir lu tous ses livres, j'étais plus qu'heureux que l'on m'offre celui-ci alors que d'habitude j'attend l'édition de poche.	0
3351	Ce concert est le meilleur hommage qui puisse être rendu à cette remarquable chanteuse qu'est Céline Dion.	1
5684	Ce second opus du trio sud est magnifique, que ce soit sur les compositions originales ou sur des compositions revisitées.	1
1816	Ce livre raconte l'itinéraire d'un français né d'une mère musulmane, devenu adepte de mystique soufie à vingt ans puis musulman non pratiquant à trente ans.	0
4528	Dévastateur !!! L'effet que produit les morceaux de ce disque est irrésistible.	1
3054	Cette série est excellente comme série historique : assurément du jamais vu, malgré ses quelques arrangements historiques (la mise à mort de Vercingétorix qui n'a en réalité pas eu lieu, etc.	0
3431	C'est une honte d'avoir autorisée la sortie de ce film où Bruce Lee n'apparaît quasiment pas.	0
3681	L'histoire : Jonathan Rivers (Mickael Keaton), architecte, perd sa femme dans des circonstances mystèrieuses.	0
3945	Même pas drôle, je suis pas prêt d'acheter ce film de beauf ! Obligé de mettre une étoile sinon le commentaire n'est pas en ligne ! Ca en vaut pas une seule !	0
2005	J'ignorais que Dexter avait été mis à l'écran, j'ai donc été heureux de le découvrir en surfant sur amazon, les deux romans publiés en poche m'avaient emballé, par une bonne combinaison entre le rythme du récit, l'humour décalé et une bonne gestion du suspens.	1
3509	Si vous êtes fan de cette superbe BD qu'est Spawn , passez votre chemin , il n'y a rien à retirer de ce film , réalisé trop tôt .	0
3333	J'ai adoré voir Cali sur Scène mais après nous avoir décu avec un tout léger CD LIVE, voilà qu'il nous décoit encore plus avec ce DVD qui est pas beau du tout.	0
4348	Des Picards hélas en manque(que nous espérons tous temporaire) de matériel exploitable.	0
422	Que s'est-il passé?  Avec le tome 1 on pouvais apprécier un humour désinvolte et une poésie urbaine rafraichissante.	0
3538	Un chefs d'oeuvre. y'a pas d'autre mot pour le dire. Hilarant d'un bout a l'autre.	1
5348	"Je trouve moi aussi que le ""Green Album"" n'a pas de quoi fouetter un chat, ok ""Hash Pipe"" et ""Island In The Sun"" sont 2 singles sympas mais loins derrière les très bons ""Buddy Holly"" ou ""Say It Ain't So"" (pour ne citer qu'eux) du premier album ! Pinkerton m'avait déjà un peu déçu mais je suis là je suis carrément dégoûté d'avoir acheter un CD d'à peine 29 minutes pour un tel résultat ! Repassez-vous plutôt ""The Blue Album"" !"	0
2873	By now you know everyone thinks this is one of the greatest movies in the cinema.	1
312	Lady snowblood volume 2 ! Magnifique manga, les auteurs nous font progressivement découvrir la personnalité de la Lady tout en lui laissant son mystère envoutant ! Elle poursuit sa vengeance, pleine de rebondissements que l'on dévore du début à la fin !	1
1877	"It is puzzling why so many of the French have been willing to pay the equivalent of $17 for ""The Horrifying Fraud."	0
1226	"Je n'ai pas découvert ""cette lumière aussi surprenante""de l'éditeur."	0
3907	Superficiel et mal conçu, ce DVD nous offre un simple aperçu touristique pour gens pressés.	0
686	Nicolas Baverez a trouvé un filon: l'apologie de la modernité introuvable, sur lequel il n'est malheureusement pas le seul.	0
848	Mais que c'est beau!!! Tout commence par la mort d'un père.	1
3214	"Avec la promotion faite autour de ce film, les promesses suggérées par le thème et ma sympathie habituelle pour Belmondo, j'attendais un film dans la lignée des ""Magnifique"" ou ""Incorrigible""."	0
2974	j'ai acheté ce film en me basant sur les commentaires et j'ai été scandalisée des libertés prises avec la réalité de la biographie de Beethoven.	0
3691	On connaissait depuis belle lurette les délires pseudo-historico-mystiques du gars Plantard Pierre sur la filiation christique des Mérovingiens et le prétendu « Prieuré de Sion ».	0
2205	Pour moi, la saga scwharzzynator aurait du se terminer sur ce film!Il nous donne une nouvelle image du terminator, changée par John Connor, nous explique mieux l'intrigue sans nous en dire trop, ce film est magnifique &amp; montre comment nous avons ruiné notre futur, très alarmiste mais aussi plein fd'espoir le jeu des acteurs est sensass &amp; ce film est à posséder.	1
3584	Louise Brookes n’était pas encore une grande star de Hollywood lorsqu’elle partit pour l’Europe tourner Loulou.	1
2101	le système de maintien en haleine marche encore mais je commence à me laisser de la justification permanente de la violence et de la torture .	0
2868	Tout le monde connaît Pink Floyd : une ambiance étudiée, une musique pensée à l'extrême, etc.	1
4896	je ne suis pas un adepte des comparaisons !  Mais on la compare souvent à Jon Mitchell, et c'est vrai une TRES TRES GRANDE artiste de cette nouvelle génération qui confirme qu'avec des choses simples on peux faire des choses EXTRAORDINAIRES.	1
4410	"Franchement ! vous le trouvez bien vous se ""Snif upper lip"" ? ."	0
1967	Une histoire saugrenue, libidineuse et sans surprise qui prétend être fondée sur des faits récents en matière de neurologie, mais qui repose surtout sur des spéculations paranoïaques et pseudo-scientifiques.	0
756	Je viens de terminer (hier) le dernier roman de Patricia Cornwell.	0
5804	"""Suite logique"" de son E.P ""Eyes Closed"", ""Muted"" marque un tournant dans la carrière de Brendon Whitney, aka Alias."	1
4644	J'avoue que je ne connaissais pas cet artiste, seulement entendu parler de lui j'ai donc acheté son best off et on peux dire que cela a été une confirmation de ce que j'avais entendu sur lui et sur son oeubre un grand monsieur, des sons qui vous permettront de voyager dans ce fascinant continent qu'est l'afrique.	1
427	Elizabeth George a tous les traits d' Agatha Christie...	1
1518	Ce livre pour moi ne présente que peu d'intérêt: l'histoire n'est pas vraiment originale, mais surtout son grand défaut est qu'il repose sur l'idée de destinée qui ne m'a pas particulièrement plu.	0
3788	Un film Merveilleux, vraiment Merveilleux, exceptionnellement Merveilleux, si Merveilleux.  Des séquences Emotions, vraiment Emotions, purement Emotions, tellement Emotions.	1
4072	Cet album est une vraie merveille.	1
1201	Deux étoiles pour le ton humoristique. Mais attention à ne pas confondre ce livre avec quelque chose de sérieux.	0
438	Dans le précédent volume, Henri III signait de façon plus ou moins forcée le traité de Nemours, en faveur de la religion catholique et l'extermination des Huguenots.	1
5386	Une chose est sûre: cela ne ressemble en rien à ce que Jean-Michel Jarre a fait dans le passé.	0
3120	C'est sans doute l'un des deux films les plus mal aimes de Spielberg (avec l'etonnant 1941), et on se demande pourquoi.	1
2350	Dans The Hours, 3 femmes du 20ème siécle (début, milieu et fin) aux destinées et aux caractères différents partagent un même sentiment de noyade quotidienne, d'oppression, de dépression.	1
2400	Méme si cette nouvelle mouture est relativement agréable , elle n'arrive pas à la cheville de l'original .	0
3311	Soyons clairs, les premiers épisodes sont très mauvais (les 4 premiers); entre scénario ridicule, personnages ultra-caricaturaux,voix off insupportable, et clins d'oeil à outrance de Kristanna Loken, on croit rêver.	0
1254	Voilà un livre vraiment pour les tout petits(à partir de 6 mois).	1
233	Comme beaucoup de romans américains à la mode, l'accroche et le début intéressent, puis ça s'épuise franchement, pour terminer en queue de poisson totalement irréaliste .	0
3964	Fervent admirateur de la trilogie je dois avouer avec depit que Lucas a oublié de penser à un  scénario entretemps.	0
1515	Ce petit dico, ainsi que son inverse, ont été mes premiers dicos.	0
1800	Il existe beaucoup de livres et parfois on ne sait pas lesquels choisir.	1
5375	Ce n'est à la base pas mon univers mais bon sang quelle claque.	1
1030	"Je me réjouissais de lire ce livre, mais je ne suis jamais vraiment ""rentréé"" dans le live."	0
2183	Film musical culte mené tambour battant par Jake et Elwood Blues afin de reconstituer leur jazz band déchu pour effectuer une tournée à travers l'Amérique populaire afin de sauver leur orphelinat et conclure par une incroyable course poursuite dans Chicago au volant de leur Dodge Monaco 1974  (la Bluesmobile).	1
403	Peut-être tout simplement le plus beau roman sur la notion de Résistance ! De l'humain sans manichéisme, une belle leçon d'humanité.	1
1127	Magnifique, froid, magnétique, épouvantable, humain, formidable écriture, contestable (discutable?) récit.	1
3999	Que c'est dommage ! Et dire qu'ils étaient sur place pour faire le film.	0
1359	Livre interessant pour en avoir plus pour son argent et pour aider à passer les fins de mois difficiles.	1
5419	Le premier album d'anti-flag, des super lyrics, à acheter sans réfléchir.	1
208	"Bonjour, j'ai 12ans et j'ai lu ""l'Ile du Crâne"", et je l'ai apprécié car il possède de l'action mais surtout du suspense."	1
5887	dans la famille KISS je demande le vampire ! On s'attend à du sang sur les murs, des giclées de décibels et des hurlements sous la lune ? que nenni ! L'ami gene nous fait le coup du jardin secret, en dévoilant des facettes méconnues et inatendues de son talent.	1
4578	Ce coffret a obtenu jadis un Diapason d'Or.	1
4401	Passé le tube Yours hands around my throat, on retombe dans les travers de Death in Vegas : une électro lassante et des créations musicales au fort arrière goût de déjà vu.	0
4682	"Des chansons documents-films sur les indiens, des ballades comme celle connue ""BALLADE OF IRA HAYES"" mais ici avec une intensité plus particulière."	1
240	Je suis en train de lire ce livre, et franchement il est très intéressant, très passionnant, très agréable à lire et surtout très clair.	1
3764	"L'adjectif "" génial "" est, on le sait, sans doute trop souvent employé, si bien qu'il est aujourd'hui totalement privé de son sens original."	1
5518	cet album est indispensable pour tous ceux qui veulent connaitre  errol garner.	1
2491	"Après avoir vu cet excellent film qui ose parler de la réalité de ce qui s'est passé durant la guerre du Vietnam - Il vous faut absolument lire ""American Tabloïd"" du grand écrivain américain qu'est James ELLROY; là, vous trouverez en beaucoup plus développé ces infernales organisation &amp; planification - merci la CIA, la mafia et mr Hoover - de la prise contrôle du marché de l'opium, de sa transformation en bonne vieille héroïne et sa distribution ciblée sur l'Amérique (noire de préférence) Un très bon film, un monument de livre."	1
2186	Ce fait divers sordide d'un couple de tueurs complices, qui séduit par petites annonces les femmes esseulées pour les voler et de les assassiner sauvagement, a déjà inspiré plusieurs films dont l'extraordinaire CARMIN PROFOND d'Arturo Ripstein, à la somptueuse mise en scène d'un rouge flamboyant, transposant l'histoire dans la pauvreté sociale et affective du  Mexique rural, entre dérision et horreur  .	0
2981	l'image est belle, et le film, bien qu'un peu long, est franchement hilarant et délivre un message que certains trouveront naïf mais qui fait du bien.	1
3004	J'ai du voir tous les films existants avec Hilary Duff&amp; c'est le seul qui ne m'ai pas plus .	0
1828	On m'avait dit 'Tu verras, c'est génial, y'a pas mieux!' Ils se sont trompés.	0
2367	Malgré toute la sympathie que j'ai pour Michel Gondry , ce film est un gros ratage .	0
1484	"bien recu rapide efficace
 rien a dire
 si un mot : merci
 cordialement"	1
4065	Ce CD comme, de plus en plus, est protégé par un système destiné à empêcher tout acheteur de disposer à sa guise de ce qu'il a légalement acheté (en faire une copie pour son autoradio, le passer en mp3 pour son baladeur, etc.	0
5046	"David Bowie signe des albums de plus en plus ""ordinaires"". Reality est du domaine du ""aussitôt écouté, aussitôt oublié""."	0
2397	Ha!!!, Harry Potter. Enfin une adaptation cinématographique fidèle à l'ouvrage de référence.	1
2338	Loin de s'émousser avec le temps le plaisir de voir le Dr House en action est toujours plus fort.	1
3130	je n'ai jamais reçu le produit alors que je l'ai payé, personne ne répond à mes mails!!! surtout ne rien lui acheter!!!	0
2504	Tout est dans le titre de ce post, j'ai vecu un calvaire a regarder ce film niais et sans aucun interet, Frot est pourtant une actrice que j'aime et respecte profondement mais la.	0
394	Pour ma part,1 des meilleurs de Marc Lévy car il raconte 1 période historique qui émeut,bouleverse,touche.	1
5490	Indiscutablement, cet album est historique. Dont acte.	0
4053	ou comment le marketing fait prendre des vessies pour des lanternes.	0
4204	"c qu'il avait beau être un ange (encore que cela reste à vérifier car je l'ai pas connu personnellement)ce live montre une fois de + que c'était un chanteur comme tant d'autres
 de la variété bas de gamme, aucune originalité"	0
3801	Trés bon Film du King mais informations fausse sur ceux dvd langue anglais , exciste pas en français .	1
2389	20 ans après, je me demande toujours pourquoi la RATP n'a pas fait un procès à Besson.	0
2067	Il y a du bon et aussi du grandiloquent , et même du ridicule dans ceci.	0
1633	Au départ, le livre pique la curiosité de façon positive : belle couverture cartonnée, format idéal, nombreuses photographies d'art en noir et blanc.	0
4742	Box Car Racer est fomé par 2 ex de blink mais leur musique n'est pas la méme, un album indispensable pour tous ce qui écoute du métal! Avc des morceaux de guitare solo qui déchire on ne peut que se déchéné a l'écoute! Avec en prime un morceau instrumentale, un vrai petit bijoux! Je le recommende a tous pris!	1
5673	"je ne connaissais pas ce chanteur pourtant j'ai 250 albums de reggae roots et pourtant c'est vraiment super les chants sont sublimes, la musique ( groupe aswad )trop belle du bon roots comme tout les disque de front lines l'autre album ""RASTA"" est tout aussi bien"	1
3583	Très mauvais DVD. Ce DVD est présenté par une femme qui est danseuse mais pas danseuse orientale.	0
3730	ce dvd et genial surtout les roles change de personne (du genre: Doudou galak,captaine tchoclate,tata .	1
3555	Fan de la première heure je viens de jetter un coup d'oeil sur ce DVD.	0
2013	Film vu en salle de cinéma, à mon avis ce film se distingue par d'excellents effets spéciaux ( en particulier le crash d'un avion saisissant de vérité ) la bande son est puissante, l'histoire sympatique malgrés tout un peu déja vu, avec quelques joli moments d'émotion.	1
4640	elle chante comme un canard.	0
3785	c'est un coiffret exceptionel, les films sont uniques est meilleurs de Marco.	1
687	La recherche en économie montre bien au contraire que cette discipline est une science humaine et donc hautement inexacte, nonobstant tout l'appareillage mathématique dont elle se dote.	0
4009	Le Knopfler nouveau est arrivé et le bonheur est au rendez-vous.	1
2656	J'ai trouvé que ce film était un vrai film générationnel, et du coup assez démodé : les couples se sentent libres, l'homosexuel découvre qu'il est malade, la femme affirme son indépendance.	0
2696	après 2 excellents opus, ce troisième (et dernier pour raimi) m'a laissé une impression de baclage complet.	0
4504	Quand Iggy et ses compères ont enregistré Raw Power, la maison de disque a en quelque sorte opposé son véto à la sortie de l'album.	1
5369	Ma préférée est Two-Headed Boy.	1
3271	Hélas, la 9ème saison de Friends semble marquer un essoufflement des scénaristes.	0
1578	"vraiment déçue
 vraiment peu d'informations dans ce livre 
 n'importe quel autre bouquin sera plus instructif que celui-ci 
 des généralités et de belles paroles, et pas mal de ""demandez à votre vétérinaire"""	0
1729	Même si la révolution française a fait son oeuvre et qu'elle est déterminante sur l'avenir de notre société, les conditions de vie au 19ème en France restent encore pour une grande partie conditionnées par les us et coutumes d'avant 1789.	1
1981	"Apres avoir dévoré et adoré ""les yeux jaunes"", j'ai tout autant apprecié ""la valse lente""."	1
1881	"Ce livre est très mal écrit,l'auteur ferait mieux de se contenter d'écrire dans""elle"",le grand Maître qu'était Nuno Oliveira mérite beaucoup mieux que ce livre!De plus,il est truffé d'erreurs."	0
2943	un bon DVD qui regroupe l'ensemble des clips videos de Metallica, avec une tres bonne qualité audio et video.	1
2521	Mes enfants (6 et 4 ans) n'ont pas aimé ce film.	0
5742	"quel groupe,quel producteur,quel mc.Tout est bon.Apres l essai reussi du premier album ""no more mr."	1
4850	Arrêtez par pitié sans arrêt de comparer Waters aux Floyd et de regretter Gilmour.	1
1947	Au vu des éloges, j'ai acheté.et quelle déception! M.	0
3694	"N'ayons pas peur de faire de l'anti-démagogie ou de passer pour un ""rabat-joie"" (surement pas un ""rabat-rire"") en disant que ce film, extremement populaire et à juste titre, ne reste pas dans l'histoire et la filmo de de Funès comme un grand moment, et que le role tenu par feu-J."	0
4927	toute la BO sur CD,pour les fans du film,cette galette est indispensable!!!Les chansons sont parfaites(notamment There's a light,Time warp,Sweet transvestite,Science fiction ,et toutes les autres!).	1
3299	Beaucoup de bruit a été fait à la sortie de ce film, j'ai voulu me rendre compte par moi-même de ce que valait ce film car les avis étaient très partagés.	0
5921	Il s'agit ici d'une musique très calme, alternant mélodies mélancoliques simples et passages plus atmosphériques où une certaine tension se fait sentir.	1
5008	Une erreur de parcours dans la carrière de John Fogerty.	0
79	Magnifique ouvrage que je viens de refermer ce week-end, le style de livre qu'on finit à 4 heures du matin, car on ne peut plus le lâcher.	1
4965	Je m'attendais à mieux ce la part de MIA que des sonorités, certes tranchantes mais mises au service de titres par trop répétitifs et finalement sans beaucoup d'imagination.	0
338	"A force d'entendre parler dans les termes les plus élogieux du fameux "" Da Vinci Code"", je décidais de me plonger pleinement dans cette histoire."	0
576	les bases scientifiques et médicales de ce régime sont archies fausses, à se demander si c'est un médecin qui l'a écrit.	0
780	Quelques idées sympas mais pas de quoi en faire un plat.	0
1572	N'ouvrez pas ce livre, il est encorcelé ! Vous ne pourrez plus vous arrêter de le lire, les personnages viendront hanter vos pensées à toute heure du jour, et vous commencerez peut être même à voir le monde qui vous entoure d'un oeil différent.	1
2561	C'est la plus belle et pas eux na!!!	1
4073	J'aime beaucoup Calogero, j'ai beaucoup apprécié ses précédents albums mais là.	0
3734	le prix pratique par amazon vaut vraiment le coup pour un film de cette envergure avec en plus le coffret collector qui nous permet d'encore plus profiter de tous les avantages de ce film merci	1
4853	Autant le premier album paru sous le nom du groupe était fantastique, autant celui-ci reste souvent au raz des paquerettes.	0
2045	J'ai été profondément ému par ces deux films.	1
120	Ce livre est remarquable puisqu'il montre les caractéristiques de la littérature fantastique et permet à tout auteur en herbe de connaître les codes du fantastique.	1
